city,city_ascii,state_id,state_name,county_name,lat,lng,ranking,id
Culloden,Culloden,WV,West Virginia,Cabell,38.4154,-82.0705,3,1840006210
Lawai,Lawai,HI,Hawaii,Kauai,21.9204,-159.5006,3,1840029518
Frisco,Frisco,CO,Colorado,Summit,39.5791,-106.0915,3,1840021430
Wendell,Wendell,ID,Idaho,Gooding,42.7745,-114.7026,3,1840021296
Jay,Jay,OK,Oklahoma,Delaware,36.4271,-94.7956,3,1840019046
New Orleans Station,New Orleans Station,LA,Louisiana,Plaquemines,29.8314,-90.0211,3,1840153108
Baiting Hollow,Baiting Hollow,NY,New York,Suffolk,40.9582,-72.7395,3,1840005016
McChord AFB,McChord AFB,WA,Washington,Pierce,47.133,-122.4923,4,1840073929
Loudonville,Loudonville,OH,Ohio,Ashland,40.6342,-82.2328,3,1840011805
Hamilton,Hamilton,TX,Texas,Hamilton,31.6997,-98.1208,3,1840020801
Nixon,Nixon,TX,Texas,Gonzales,29.2698,-97.7658,3,1840020954
Chester Heights,Chester Heights,PA,Pennsylvania,Delaware,39.8927,-75.4698,3,1840000691
Gosnell,Gosnell,AR,Arkansas,Mississippi,35.9644,-89.9721,3,1840013389
Calera,Calera,OK,Oklahoma,Bryan,33.9303,-96.4293,3,1840022897
Brandenburg,Brandenburg,KY,Kentucky,Meade,37.9956,-86.1773,3,1840013213
Kurtistown,Kurtistown,HI,Hawaii,Hawaii,19.586,-155.0713,3,1840029513
Lake Arrowhead,Lake Arrowhead,ME,Maine,York,43.6634,-70.7382,3,1840002670
Haw River,Haw River,NC,North Carolina,Alamance,36.0926,-79.3615,3,1840015329
Bridgetown,Bridgetown,MS,Mississippi,DeSoto,34.8907,-89.9069,3,1840042496
Taylor,Taylor,AL,Alabama,Houston,31.1658,-85.4697,3,1840017133
Indian Hills,Indian Hills,KY,Kentucky,Jefferson,38.2809,-85.6617,3,1840014310
Eutaw,Eutaw,AL,Alabama,Greene,32.8436,-87.8986,4,1840001838
Aspinwall,Aspinwall,PA,Pennsylvania,Allegheny,40.4929,-79.9037,2,1840001199
Waverly,Waverly,VA,Virginia,Sussex,37.034,-77.0956,3,1840006500
Fayetteville,Fayetteville,WV,West Virginia,Fayette,38.0622,-81.1083,3,1840006293
East Dublin,East Dublin,GA,Georgia,Laurens,32.5468,-82.8675,3,1840013815
Harbor Bluffs,Harbor Bluffs,FL,Florida,Pinellas,27.9081,-82.827,3,1840014140
Carrizales,Carrizales,PR,Puerto Rico,Hatillo,18.4811,-66.7879,3,1630023532
West Monroe,West Monroe,MI,Michigan,Monroe,41.9143,-83.4317,3,1840007675
Buena Vista,Buena Vista,CO,Colorado,Chaffee,38.8319,-106.1387,3,1840021472
Emajagua,Emajagua,PR,Puerto Rico,Maunabo,18.0016,-65.8829,3,1630023699
Chandler,Chandler,OK,Oklahoma,Lincoln,35.7224,-96.8925,3,1840019106
Cordaville,Cordaville,MA,Massachusetts,Worcester,42.2727,-71.5221,3,1840003145
Providence,Providence,KY,Kentucky,Webster,37.3993,-87.7509,3,1840014361
Womelsdorf,Womelsdorf,PA,Pennsylvania,Berks,40.3655,-76.1864,3,1840001195
Elgin,Elgin,SC,South Carolina,Lancaster,34.6724,-80.7215,3,1840152916
Vails Gate,Vails Gate,NY,New York,Orange,41.4588,-74.0533,3,1840004863
Lula,Lula,GA,Georgia,Hall,34.3955,-83.6659,3,1840015559
Wales,Wales,WI,Wisconsin,Waukesha,43.0042,-88.374,3,1840003007
Skidway Lake,Skidway Lake,MI,Michigan,Ogemaw,44.1918,-84.0467,3,1840004096
Madison,Madison,WV,West Virginia,Boone,38.0631,-81.8046,3,1840006305
Poteet,Poteet,TX,Texas,Atascosa,29.0373,-98.5728,3,1840020989
Stamford,Stamford,TX,Texas,Haskell,33.0156,-99.6716,3,1840022062
Jayuya,Jayuya,PR,Puerto Rico,Jayuya,18.2199,-66.5984,2,1630023586
Brighton,Brighton,TN,Tennessee,Tipton,35.4813,-89.7353,3,1840015417
Williston,Williston,SC,South Carolina,Barnwell,33.4018,-81.422,3,1840016870
South Rosemary,South Rosemary,NC,North Carolina,Halifax,36.4463,-77.7065,3,1840033024
Pearisburg,Pearisburg,VA,Virginia,Giles,37.3289,-80.7275,3,1840006433
Onawa,Onawa,IA,Iowa,Monona,42.0265,-96.0909,3,1840000489
Victor,Victor,ID,Idaho,Teton,43.6014,-111.1108,3,1840021273
Gibsonia,Gibsonia,PA,Pennsylvania,Allegheny,40.6322,-79.9684,3,1840026467
Brazoria,Brazoria,TX,Texas,Brazoria,29.0454,-95.567,3,1840019673
New Hope,New Hope,AL,Alabama,Madison,34.537,-86.4128,3,1840014646
La Salle,La Salle,CO,Colorado,Weld,40.3484,-104.7062,3,1840021372
Keokea,Keokea,HI,Hawaii,Maui,20.7211,-156.3625,3,1840029506
La Villa,La Villa,TX,Texas,Hidalgo,26.2964,-97.9269,3,1840021033
High Bridge,High Bridge,WA,Washington,Snohomish,47.7968,-122.0281,4,1840041937
Littleton Common,Littleton Common,MA,Massachusetts,Middlesex,42.5352,-71.4727,3,1840003139
Clarksville,Clarksville,TX,Texas,Red River,33.611,-95.0563,3,1840019315
Mountain View,Mountain View,AR,Arkansas,Stone,35.8635,-92.1041,3,1840014491
Fairfield,Fairfield,TX,Texas,Freestone,31.7183,-96.1697,3,1840020803
Valley Green,Valley Green,PA,Pennsylvania,York,40.1567,-76.7947,3,1840035440
Lake Belvedere Estates,Lake Belvedere Estates,FL,Florida,Palm Beach,26.6888,-80.1326,2,1840028988
Rogers City,Rogers City,MI,Michigan,Presque Isle,45.415,-83.8186,3,1840002065
Atkins,Atkins,AR,Arkansas,Pope,35.2414,-92.9465,3,1840013422
Glenrock,Glenrock,WY,Wyoming,Converse,42.8565,-105.8625,3,1840021287
Lindsay,Lindsay,OK,Oklahoma,Garvin,34.8393,-97.6105,3,1840020478
Mountain Iron,Mountain Iron,MN,Minnesota,St. Louis,47.5474,-92.6255,3,1840007692
Hackberry,Hackberry,TX,Texas,Denton,33.1501,-96.9184,3,1840022011
Diamond,Diamond,IL,Illinois,Grundy,41.2852,-88.2507,3,1840011614
La Dolores,La Dolores,PR,Puerto Rico,Río Grande,18.3725,-65.8546,3,1630035695
Freemansburg,Freemansburg,PA,Pennsylvania,Northampton,40.628,-75.3401,3,1840000971
Haverhill,Haverhill,FL,Florida,Palm Beach,26.691,-80.1217,3,1840015994
Bakerstown,Bakerstown,PA,Pennsylvania,Allegheny,40.6538,-79.9394,3,1840026470
Bonny Doon,Bonny Doon,CA,California,Santa Cruz,37.0436,-122.137,3,1840022568
George West,George West,TX,Texas,Live Oak,28.33,-98.1183,3,1840020994
Wimberley,Wimberley,TX,Texas,Hays,29.9848,-98.0906,3,1840022190
Libby,Libby,MT,Montana,Lincoln,48.387,-115.5559,3,1840019757
Dakota City,Dakota City,NE,Nebraska,Dakota,42.4184,-96.4201,3,1840006968
Braddock Heights,Braddock Heights,MD,Maryland,Frederick,39.4117,-77.4991,3,1840005707
Old Hill,Old Hill,CT,Connecticut,Western Connecticut,41.1491,-73.3764,3,1840146562
Hillsville,Hillsville,VA,Virginia,Carroll,36.7613,-80.7371,3,1840006526
El Paso,El Paso,IL,Illinois,Woodford,40.7405,-89.0183,3,1840008293
Osage City,Osage City,KS,Kansas,Osage,38.6337,-95.8218,3,1840003836
Albany,Albany,IN,Indiana,Delaware,40.3056,-85.2331,3,1840010461
Mount Morris,Mount Morris,IL,Illinois,Ogle,42.0484,-89.4294,3,1840011238
Anahola,Anahola,HI,Hawaii,Kauai,22.1455,-159.3151,3,1840023211
Bayfield,Bayfield,CO,Colorado,La Plata,37.234,-107.5952,3,1840020309
Sonora,Sonora,TX,Texas,Sutton,30.5707,-100.6423,3,1840022172
Bushnell,Bushnell,IL,Illinois,McDonough,40.5518,-90.5046,3,1840007221
Ford City,Ford City,PA,Pennsylvania,Armstrong,40.7693,-79.5327,3,1840003516
Zellwood,Zellwood,FL,Florida,Orange,28.7294,-81.5895,3,1840014092
Colwyn,Colwyn,PA,Pennsylvania,Delaware,39.9119,-75.253,2,1840000694
Juniper Canyon,Juniper Canyon,OR,Oregon,Crook,44.2027,-120.755,3,1840150465
Wrightsville Beach,Wrightsville Beach,NC,North Carolina,New Hanover,34.213,-77.798,3,1840016677
Sutter,Sutter,CA,California,Sutter,39.1556,-121.7493,3,1840018819
Norco,Norco,LA,Louisiana,St. Charles,29.9986,-90.4036,3,1840013983
Pima,Pima,AZ,Arizona,Graham,32.8886,-109.8437,3,1840022954
Arcadia,Arcadia,SC,South Carolina,Spartanburg,34.9609,-81.9929,3,1840026955
Springfield,Springfield,KY,Kentucky,Washington,37.6922,-85.2193,3,1840015225
Moorefield,Moorefield,WV,West Virginia,Hardy,39.0675,-78.9623,3,1840005904
New Bremen,New Bremen,OH,Ohio,Auglaize,40.4355,-84.3778,3,1840012071
Weed,Weed,CA,California,Siskiyou,41.4127,-122.3816,3,1840021319
Eatonville,Eatonville,WA,Washington,Pierce,46.8682,-122.2697,3,1840021131
Graymoor-Devondale,Graymoor-Devondale,KY,Kentucky,Jefferson,38.2733,-85.6177,3,1840013205
Cherryvale,Cherryvale,SC,South Carolina,Sumter,33.9543,-80.4609,3,1840013667
Mars Hill,Mars Hill,NC,North Carolina,Madison,35.8283,-82.549,3,1840016210
Fords Prairie,Fords Prairie,WA,Washington,Lewis,46.7459,-123.003,3,1840017377
Croom,Croom,MD,Maryland,Prince George's,38.7458,-76.7555,3,1840024543
Ithaca,Ithaca,MI,Michigan,Gratiot,43.2911,-84.5956,3,1840002880
Voorheesville,Voorheesville,NY,New York,Albany,42.6517,-73.9347,3,1840004493
Taft,Taft,TX,Texas,San Patricio,27.98,-97.3928,3,1840022252
Manistique,Manistique,MI,Michigan,Schoolcraft,45.9591,-86.2507,3,1840001966
Saylorville,Saylorville,IA,Iowa,Polk,41.6809,-93.628,3,1840004800
Warren AFB,Warren AFB,WY,Wyoming,Laramie,41.1488,-104.8618,3,1840074698
Lake Helen,Lake Helen,FL,Florida,Volusia,28.983,-81.2309,3,1840015079
Albion,Albion,IN,Indiana,Noble,41.3966,-85.4187,3,1840010252
Park View,Park View,IA,Iowa,Scott,41.6953,-90.5394,3,1840004813
Stockton University,Stockton University,NJ,New Jersey,Atlantic,39.4889,-74.5417,3,1840143264
Quarryville,Quarryville,PA,Pennsylvania,Lancaster,39.8957,-76.1617,3,1840003726
K. I. Sawyer,K. I. Sawyer,MI,Michigan,Marquette,46.3299,-87.3673,3,1840031758
Norway,Norway,MI,Michigan,Dickinson,45.7997,-87.914,3,1840001990
Caledonia,Caledonia,MN,Minnesota,Houston,43.6344,-91.5009,3,1840006833
Mondovi,Mondovi,WI,Wisconsin,Buffalo,44.5712,-91.6668,3,1840002381
Pembroke,Pembroke,NC,North Carolina,Robeson,34.6766,-79.1935,3,1840016541
Dodge Center,Dodge Center,MN,Minnesota,Dodge,44.0284,-92.8518,3,1840006808
New Palestine,New Palestine,IN,Indiana,Hancock,39.7256,-85.896,3,1840009527
Inwood,Inwood,WV,West Virginia,Berkeley,39.3538,-78.0552,3,1840005740
Lakeside Park,Lakeside Park,KY,Kentucky,Kenton,39.0339,-84.5673,3,1840014269
Sibley,Sibley,IA,Iowa,Osceola,43.4015,-95.743,3,1840009029
Statham,Statham,GA,Georgia,Barrow,33.9647,-83.6018,3,1840015622
East Norwich,East Norwich,NY,New York,Nassau,40.8495,-73.5288,3,1840005237
Edneyville,Edneyville,NC,North Carolina,Henderson,35.4025,-82.3372,3,1840024954
Wilburton,Wilburton,OK,Oklahoma,Latimer,34.9182,-95.3049,3,1840021832
Huntingtown,Huntingtown,MD,Maryland,Calvert,38.6117,-76.6187,3,1840006147
Fiskdale,Fiskdale,MA,Massachusetts,Worcester,42.1229,-72.1089,3,1840003148
Almont,Almont,MI,Michigan,Lapeer,42.9206,-83.0434,3,1840010065
Lake Success,Lake Success,NY,New York,Nassau,40.768,-73.7089,3,1840005300
Clayton,Clayton,NM,New Mexico,Union,36.4426,-103.1574,3,1840022631
Big Sky,Big Sky,MT,Montana,Gallatin,45.2592,-111.3426,3,1840017393
Bellows Falls,Bellows Falls,VT,Vermont,Windham,43.1344,-72.455,3,1840004334
Greenville,Greenville,DE,Delaware,New Castle,39.778,-75.6046,3,1840005572
Donalsonville,Donalsonville,GA,Georgia,Seminole,31.0404,-84.8792,3,1840014997
Crownpoint,Crownpoint,NM,New Mexico,McKinley,35.7173,-108.1432,3,1840017763
Ross,Ross,OH,Ohio,Butler,39.3146,-84.6599,3,1840005748
Petersburg,Petersburg,WV,West Virginia,Grant,38.9958,-79.1277,3,1840005861
St. Helen,St. Helen,MI,Michigan,Roscommon,44.3592,-84.4117,3,1840004093
Davis,Davis,OK,Oklahoma,Murray,34.4575,-97.1566,3,1840019256
South Hutchinson,South Hutchinson,KS,Kansas,Reno,38.0278,-97.9429,3,1840009762
Marietta,Marietta,OK,Oklahoma,Love,33.936,-97.1248,3,1840020561
Barranquitas,Barranquitas,PR,Puerto Rico,Barranquitas,18.1848,-66.3102,3,1630035619
Kewaunee,Kewaunee,WI,Wisconsin,Kewaunee,44.4607,-87.5132,3,1840002364
Uvalde Estates,Uvalde Estates,TX,Texas,Uvalde,29.1695,-99.8329,3,1840019660
Bicknell,Bicknell,IN,Indiana,Knox,38.7743,-87.3078,3,1840007437
Sage,Sage,CA,California,Riverside,33.5983,-116.9154,3,1840131284
Federalsburg,Federalsburg,MD,Maryland,Caroline,38.6929,-75.7727,3,1840005933
Emmitsburg,Emmitsburg,MD,Maryland,Frederick,39.7051,-77.3217,3,1840005708
Montgomery City,Montgomery City,MO,Missouri,Montgomery,38.9737,-91.5024,3,1840008553
West Brattleboro,West Brattleboro,VT,Vermont,Windham,42.8559,-72.6018,3,1840002941
White Mountain Lake,White Mountain Lake,AZ,Arizona,Navajo,34.3441,-109.9878,3,1840022587
North Pole,North Pole,AK,Alaska,Fairbanks North Star,64.7529,-147.3599,3,1840023464
Fairfield Harbour,Fairfield Harbour,NC,North Carolina,Craven,35.0706,-76.9571,3,1840013076
Moline Acres,Moline Acres,MO,Missouri,St. Louis,38.7456,-90.243,3,1840008595
Cape May,Cape May,NJ,New Jersey,Cape May,38.9409,-74.9042,3,1840001594
Fairfax,Fairfax,IA,Iowa,Linn,41.9283,-91.7791,3,1840008098
Rancho Viejo,Rancho Viejo,TX,Texas,Cameron,26.0358,-97.5568,3,1840022262
Bath,Bath,PA,Pennsylvania,Northampton,40.7279,-75.3919,3,1840000967
Poplarville,Poplarville,MS,Mississippi,Pearl River,30.8391,-89.5306,3,1840015003
Delta,Delta,OH,Ohio,Fulton,41.5754,-84.0091,3,1840011511
Marengo,Marengo,IA,Iowa,Iowa,41.7961,-92.0675,3,1840008154
Sharpes,Sharpes,FL,Florida,Brevard,28.4381,-80.7552,3,1840014075
Chappaqua,Chappaqua,NY,New York,Westchester,41.1575,-73.766,3,1840004916
Follansbee,Follansbee,WV,West Virginia,Brooke,40.3385,-80.5975,3,1840005477
Shady Shores,Shady Shores,TX,Texas,Denton,33.1632,-97.0401,3,1840022992
Quail Ridge,Quail Ridge,FL,Florida,Pasco,28.3451,-82.5535,3,1840039089
Lena,Lena,IL,Illinois,Stephenson,42.3786,-89.8218,3,1840011111
Towanda,Towanda,PA,Pennsylvania,Bradford,41.7706,-76.4472,3,1840000520
Premont,Premont,TX,Texas,Jim Wells,27.3585,-98.1244,3,1840021009
Burley,Burley,WA,Washington,Kitsap,47.4166,-122.6377,3,1840023793
Hartley,Hartley,CA,California,Solano,38.4203,-121.952,3,1840024675
Longtown,Longtown,OK,Oklahoma,Pittsburg,35.2408,-95.5176,3,1840034462
La Paloma,La Paloma,TX,Texas,Cameron,26.0518,-97.6552,3,1840018325
Narragansett Pier,Narragansett Pier,RI,Rhode Island,Washington,41.4281,-71.4668,3,1840003366
Beechwood,Beechwood,MI,Michigan,Ottawa,42.7982,-86.1227,3,1840004346
Reed Creek,Reed Creek,GA,Georgia,Hart,34.4395,-82.9103,3,1840013613
Manchester,Manchester,PA,Pennsylvania,York,40.0613,-76.7195,3,1840001455
Cottonwood,Cottonwood,CA,California,Kern,35.3464,-118.9851,2,1840153160
Naples,Naples,UT,Utah,Uintah,40.4317,-109.4913,3,1840020160
Holly Hills,Holly Hills,CO,Colorado,Arapahoe,39.6678,-104.9216,3,1840028590
Verona,Verona,MS,Mississippi,Lee,34.1907,-88.7204,3,1840015562
Owensville,Owensville,MO,Missouri,Gasconade,38.3491,-91.4974,3,1840009641
Clarion,Clarion,IA,Iowa,Wright,42.732,-93.7298,3,1840006904
Colfax,Colfax,WA,Washington,Whitman,46.9029,-117.34,3,1840018458
Kingston Springs,Kingston Springs,TN,Tennessee,Cheatham,36.0842,-87.1039,3,1840016090
Goldstream,Goldstream,AK,Alaska,Fairbanks North Star,64.9339,-148.0083,4,1840075196
West Simsbury,West Simsbury,CT,Connecticut,Capitol,41.8757,-72.845,3,1840003270
Newmanstown,Newmanstown,PA,Pennsylvania,Lebanon,40.3515,-76.2117,3,1840005428
Albany,Albany,MN,Minnesota,Stearns,45.6284,-94.5675,3,1840006683
Paramount-Long Meadow,Paramount-Long Meadow,MD,Maryland,Washington,39.6798,-77.6921,3,1840073650
McLeansboro,McLeansboro,IL,Illinois,Hamilton,38.0902,-88.5388,3,1840008671
Knob Noster,Knob Noster,MO,Missouri,Johnson,38.7674,-93.5617,3,1840008577
Harveys Lake,Harveys Lake,PA,Pennsylvania,Luzerne,41.3623,-76.0385,3,1840000752
Munsey Park,Munsey Park,NY,New York,Nassau,40.799,-73.6799,2,1840005311
Hamburg,Hamburg,AR,Arkansas,Ashley,33.2248,-91.7972,3,1840013772
Turner,Turner,OR,Oregon,Marion,44.8489,-122.9518,3,1840021229
Grundy Center,Grundy Center,IA,Iowa,Grundy,42.3637,-92.774,3,1840006965
Cutchogue,Cutchogue,NY,New York,Suffolk,41.0168,-72.4871,3,1840005033
Bon Secour,Bon Secour,AL,Alabama,Baldwin,30.3222,-87.7271,3,1840027557
Fayette,Fayette,MO,Missouri,Howard,39.147,-92.6857,3,1840008517
Arcanum,Arcanum,OH,Ohio,Darke,39.9923,-84.5543,3,1840012245
Tainter Lake,Tainter Lake,WI,Wisconsin,Dunn,44.9882,-91.8437,3,1840004024
Weedpatch,Weedpatch,CA,California,Kern,35.2369,-118.9123,3,1840019144
Spring Lake,Spring Lake,NJ,New Jersey,Monmouth,40.1539,-74.0273,3,1840001366
Seymour,Seymour,TX,Texas,Baylor,33.5958,-99.258,3,1840021980
Irvine,Irvine,KY,Kentucky,Estill,37.6964,-83.9678,3,1840014344
Ferris,Ferris,TX,Texas,Ellis,32.5369,-96.6738,3,1840020755
Osceola,Osceola,WI,Wisconsin,Polk,45.3193,-92.6936,3,1840002057
North Yelm,North Yelm,WA,Washington,Thurston,46.9648,-122.6027,3,1840037880
Licking,Licking,MO,Missouri,Texas,37.4993,-91.8618,3,1840009892
Madrid,Madrid,IA,Iowa,Boone,41.8757,-93.8205,3,1840009168
West Grove,West Grove,PA,Pennsylvania,Chester,39.8206,-75.8284,3,1840001437
Savanna,Savanna,IL,Illinois,Carroll,42.0904,-90.1395,3,1840009180
Lagrange,Lagrange,IN,Indiana,LaGrange,41.6481,-85.418,3,1840013851
Eddyville,Eddyville,KY,Kentucky,Lyon,37.0759,-88.077,3,1840013267
Centreville,Centreville,AL,Alabama,Bibb,32.9598,-87.1334,4,1840007089
Philipsburg,Philipsburg,PA,Pennsylvania,Centre,40.8952,-78.2146,3,1840000827
Lake Cassidy,Lake Cassidy,WA,Washington,Snohomish,48.0639,-122.092,4,1840041959
Pennington,Pennington,NJ,New Jersey,Mercer,40.3262,-74.7908,3,1840001382
Burlington,Burlington,OH,Ohio,Lawrence,38.4099,-82.5283,3,1840006140
New Tazewell,New Tazewell,TN,Tennessee,Claiborne,36.4381,-83.6053,3,1840016022
Union,Union,MS,Mississippi,Newton,32.5711,-89.1152,3,1840016989
Greensboro,Greensboro,MD,Maryland,Caroline,38.9764,-75.808,3,1840005935
Hurlburt Field,Hurlburt Field,FL,Florida,Okaloosa,30.4289,-86.6989,4,1840152947
Lincoln Beach,Lincoln Beach,OR,Oregon,Lincoln,44.8746,-124.031,3,1840018591
Carthage,Carthage,NC,North Carolina,Moore,35.3224,-79.4114,3,1840016355
One Loudoun,One Loudoun,VA,Virginia,Loudoun,39.0505,-77.456,3,1840148744
Walworth,Walworth,WI,Wisconsin,Walworth,42.5305,-88.5939,3,1840002475
Sleepy Hollow,Sleepy Hollow,CA,California,Marin,38.0121,-122.5878,3,1840140381
Eufaula,Eufaula,OK,Oklahoma,McIntosh,35.2923,-95.5863,3,1840020434
Pemberton Heights,Pemberton Heights,NJ,New Jersey,Burlington,39.9563,-74.6768,3,1840005519
Choccolocco,Choccolocco,AL,Alabama,Calhoun,33.6683,-85.7128,3,1840022930
Mangum,Mangum,OK,Oklahoma,Greer,34.8787,-99.5038,3,1840020466
Jacksboro,Jacksboro,TN,Tennessee,Campbell,36.3351,-84.1928,3,1840016023
Honeoye Falls,Honeoye Falls,NY,New York,Monroe,42.9557,-77.5902,3,1840004282
Summit,Summit,MS,Mississippi,Pike,31.2808,-90.467,3,1840017116
Barnesville,Barnesville,MN,Minnesota,Clay,46.6501,-96.4164,3,1840006634
Milton,Milton,WV,West Virginia,Cabell,38.433,-82.1303,3,1840006212
Rossmoor,Rossmoor,NJ,New Jersey,Middlesex,40.3349,-74.4708,3,1840033485
Pine Lawn,Pine Lawn,MO,Missouri,St. Louis,38.6953,-90.2757,3,1840009768
Inverness,Inverness,CO,Colorado,Arapahoe,39.5758,-104.8653,3,1840028591
Seagraves,Seagraves,TX,Texas,Gaines,32.942,-102.5657,3,1840022060
Weimar,Weimar,TX,Texas,Colorado,29.7,-96.7773,3,1840022211
Keego Harbor,Keego Harbor,MI,Michigan,Oakland,42.6088,-83.3442,2,1840002446
Cokato,Cokato,MN,Minnesota,Wright,45.077,-94.1877,3,1840006705
Maugansville,Maugansville,MD,Maryland,Washington,39.6937,-77.7472,3,1840005608
Heritage Lake,Heritage Lake,IN,Indiana,Putnam,39.7288,-86.7122,3,1840026610
Marietta,Marietta,PA,Pennsylvania,Lancaster,40.0574,-76.5515,3,1840003721
Hallam,Hallam,PA,Pennsylvania,York,40.0024,-76.6041,3,1840001449
New Cordell,New Cordell,OK,Oklahoma,Washita,35.2968,-98.9838,3,1840037403
Wernersville,Wernersville,PA,Pennsylvania,Berks,40.3302,-76.0818,3,1840001193
Seward,Seward,AK,Alaska,Kenai Peninsula,60.1124,-149.3925,3,1840023423
Rothsville,Rothsville,PA,Pennsylvania,Lancaster,40.1532,-76.2473,3,1840005490
Filer,Filer,ID,Idaho,Twin Falls,42.5679,-114.6115,3,1840020080
Stepping Stone,Stepping Stone,CO,Colorado,Douglas,39.514,-104.8217,3,1840148647
Polk City,Polk City,FL,Florida,Polk,28.1805,-81.8296,3,1840017242
White River Junction,White River Junction,VT,Vermont,Windsor,43.6499,-72.329,3,1840004162
Plainsboro Center,Plainsboro Center,NJ,New Jersey,Middlesex,40.3311,-74.5925,3,1840033473
Windsor,Windsor,VA,Virginia,Isle of Wight,36.8095,-76.7406,3,1840006488
St. Clair,St. Clair,PA,Pennsylvania,Schuylkill,40.7211,-76.1903,3,1840002777
Galena,Galena,KS,Kansas,Cherokee,37.0751,-94.6354,3,1840001716
Lodi,Lodi,OH,Ohio,Medina,41.0348,-82.0124,3,1840011712
Honaunau-Napoopoo,Honaunau-Napoopoo,HI,Hawaii,Hawaii,19.4538,-155.8588,4,1840075010
Riverton,Riverton,NJ,New Jersey,Burlington,40.0115,-75.0148,3,1840001478
Dayton,Dayton,WA,Washington,Columbia,46.3168,-117.9767,3,1840018486
Lockport,Lockport,LA,Louisiana,Lafourche,29.6443,-90.5324,3,1840017216
New Madrid,New Madrid,MO,Missouri,New Madrid,36.5878,-89.5505,3,1840008803
Bonifay,Bonifay,FL,Florida,Holmes,30.7786,-85.6862,3,1840013924
McCormick,McCormick,SC,South Carolina,McCormick,33.9128,-82.2876,3,1840016751
Centerville,Centerville,IN,Indiana,Wayne,39.8321,-84.9922,3,1840009494
Erwinville,Erwinville,LA,Louisiana,West Baton Rouge,30.541,-91.3885,3,1840026009
Morton,Morton,PA,Pennsylvania,Delaware,39.9115,-75.3267,2,1840000704
Eglin AFB,Eglin AFB,FL,Florida,Okaloosa,30.4592,-86.5499,3,1840073828
Kulpmont,Kulpmont,PA,Pennsylvania,Northumberland,40.7954,-76.4721,3,1840000842
Chatfield,Chatfield,MN,Minnesota,Fillmore,43.8445,-92.1829,3,1840006837
Rising Sun,Rising Sun,MD,Maryland,Cecil,39.7003,-76.0587,3,1840005642
Riverdale,Riverdale,CA,California,Fresno,36.4304,-119.8671,3,1840018942
Evansville,Evansville,WY,Wyoming,Natrona,42.868,-106.2524,3,1840021290
Lincoln,Lincoln,AR,Arkansas,Washington,35.949,-94.4174,3,1840015335
Edcouch,Edcouch,TX,Texas,Hidalgo,26.2937,-97.9631,3,1840021019
Middlefield,Middlefield,OH,Ohio,Geauga,41.46,-81.071,3,1840011516
Olga,Olga,FL,Florida,Lee,26.7114,-81.695,3,1840028841
Springfield,Springfield,GA,Georgia,Effingham,32.3636,-81.303,3,1840015803
Abbeville,Abbeville,GA,Georgia,Wilcox,31.9925,-83.3068,3,1840013845
Monterey,Monterey,TN,Tennessee,Putnam,36.1447,-85.2643,3,1840016108
North Crossett,North Crossett,AR,Arkansas,Ashley,33.1707,-91.9367,3,1840013771
Villalba,Villalba,PR,Puerto Rico,Villalba,18.1278,-66.4819,3,1630023667
Capitanejo,Capitanejo,PR,Puerto Rico,Juana Díaz,18.0132,-66.5358,3,1630035462
Thomaston,Thomaston,NY,New York,Nassau,40.7875,-73.7153,2,1840005329
North Kingsville,North Kingsville,OH,Ohio,Ashtabula,41.9188,-80.6723,3,1840003338
Ridgeway,Ridgeway,AK,Alaska,Kenai Peninsula,60.5305,-151.0301,3,1840023687
Stroud,Stroud,OK,Oklahoma,Lincoln,35.7686,-96.6467,3,1840021709
Pleasant Valley,Pleasant Valley,MO,Missouri,Clay,39.2171,-94.4811,3,1840009606
Santa Claus,Santa Claus,IN,Indiana,Spencer,38.1168,-86.9293,3,1840010826
Iona,Iona,ID,Idaho,Bonneville,43.5271,-111.931,3,1840018645
Eagle Point,Eagle Point,AL,Alabama,Shelby,33.3937,-86.6779,3,1840144721
Fennimore,Fennimore,WI,Wisconsin,Grant,42.9794,-90.6491,3,1840002968
Butler,Butler,IN,Indiana,DeKalb,41.4274,-84.8721,3,1840007099
South Nyack,South Nyack,NY,New York,Rockland,41.0797,-73.9127,3,1840004985
Keasbey,Keasbey,NJ,New Jersey,Middlesex,40.5143,-74.3078,3,1840080924
Fayetteville,Fayetteville,PA,Pennsylvania,Franklin,39.9114,-77.5652,3,1840005495
De Leon Springs,De Leon Springs,FL,Florida,Volusia,29.1172,-81.3517,3,1840013118
Goldsby,Goldsby,OK,Oklahoma,McClain,35.1308,-97.4783,3,1840021810
University Park,University Park,NM,New Mexico,Doña Ana,32.2767,-106.7462,3,1840019415
Hillsboro,Hillsboro,KS,Kansas,Marion,38.3527,-97.1992,3,1840001661
Brogden,Brogden,NC,North Carolina,Wayne,35.2961,-78.025,3,1840013431
Aromas,Aromas,CA,California,San Benito,36.8771,-121.6404,3,1840017680
Panhandle,Panhandle,TX,Texas,Carson,35.3461,-101.3804,3,1840022745
Warsaw,Warsaw,NC,North Carolina,Duplin,34.9994,-78.0928,3,1840016472
Hamilton,Hamilton,IL,Illinois,Hancock,40.39,-91.3623,3,1840007220
Belmont,Belmont,PA,Pennsylvania,Cambria,40.283,-78.8907,3,1840005378
